featurecounts_Percent_Assigned_	featurecounts_Percent_Duplicates	featurecounts_Percent_Assigned_O	featurecounts_Percent_Assigned_M	featurecounts_Percent_Assigned_MO	sra_study_acc	bio_project_acc	Tissue	Tissue_subtype	Disease	Disease_subtype	Treated	biotype_transcribed_unprocessed_pseudogene	biotype_unprocessed_pseudogene	biotype_miRNA	biotype_lncRNA	biotype_protein_coding	biotype_processed_pseudogene	biotype_snRNA	biotype_transcribed_processed_pseudogene	biotype_misc_RNA	biotype_TEC	biotype_transcribed_unitary_pseudogene	biotype_snoRNA	biotype_scaRNA	biotype_rRNA_pseudogene	biotype_unitary_pseudogene	biotype_polymorphic_pseudogene	biotype_pseudogene	biotype_rRNA	biotype_IG_V_pseudogene	biotype_scRNA	biotype_IG_V_gene	biotype_IG_C_gene	biotype_IG_J_gene	biotype_sRNA	biotype_ribozyme	biotype_translated_processed_pseudogene	biotype_vault_RNA	biotype_TR_C_gene	biotype_TR_J_gene	biotype_TR_V_gene	biotype_TR_V_pseudogene	biotype_translated_unprocessed_pseudogene	biotype_TR_D_gene	biotype_IG_C_pseudogene	biotype_TR_J_pseudogene	biotype_IG_J_pseudogene	biotype_IG_D_gene	biotype_IG_pseudogene	biotype_Mt_tRNA	biotype_Mt_rRNA	fastqc_total_sequences_1	fastqc_poor_sequences_1	fastqc_mean_read_quality_1	fastqc_percent_duplication_1	fastqc_total_sequences_2	fastqc_poor_sequences_2	fastqc_mean_read_quality_2	fastqc_percent_duplication_2	markdup_unpaired_reads_examined	markdup_read_pairs_examined	markdup_secondary_or_supplementary_rds	markdup_unmapped_reads	markdup_unpaired_read_duplicates	markdup_read_pair_duplicates	markdup_read_pair_optical_duplicates	markdup_percent_duplication	markdup_estimated_library_size	rseqc_read_distribution_total	rseqc_read_distribution_CDS_Exons	rseqc_read_distribution_5'UTR_Exons	rseqc_read_distribution_3'UTR_Exons	rseqc_read_distribution_Introns	rseqc_read_distribution_TSS_up_1kb	rseqc_read_distribution_TSS_up_5kb	rseqc_read_distribution_TSS_up_10kb	rseqc_read_distribution_TES_down_1kb	rseqc_read_distribution_TES_down_5kb	rseqc_read_distribution_TES_down_10kb	trimgalore_total_sequences_1	trimgalore_num_adapter_containing_sequences_1	trimgalore_percent_adapter_containing_sequences_1	trimgalore_percent_bad_quality_bases_1	trimgalore_num_removed_shorter_20bp_1	trimgalore_percent_removed_shorter_20bp_1	trimgalore_total_sequences_2	trimgalore_num_adapter_containing_sequences_2	trimgalore_percent_adapter_containing_sequences_2	trimgalore_percent_bad_quality_bases_2	trimgalore_num_removed_shorter_20bp_2	trimgalore_percent_removed_shorter_20bp_2	star_nreads_input	star_average_read_length	star_number_uniquely_mapped_reads	star_percent_uniquely_mapped_reads	star_average_mapped_length	star_number_total_splices_unique_reads	star_number_sjdb_annotated_splices_unique_reads	star_number_gt_ag_splices_unique_reads	star_number_gc_ag_splices_unique_reads	star_number_at_ac_splices_unique_reads	star_number_non_canonical_splices_unique_reads	star_percent_mismatch_rate_per_base_unique_reads	star_deletion_rate_per_base_unique_reads	star_average_deletion_length_unique_reads	star_insertion_rate_per_base_unique_reads	star_average_insertion_length_unique_reads	star_number_multimapping_reads	star_percent_multimapping_reads	star_number_unmapped_reads_too_many_loci	star_percent_unmapped_reads_too_many_loci	star_number_unmapped_reads_too_many_mismatches	star_percent_unmapped_reads_too_many_mismatches	star_number_unmapped_reads_too_short	star_percent_unmapped_reads_too_short	star_number_unmapped_reads_other	star_percent_unmapped_reads_other	star_number_chimeric_reads	star_percent_chimeric_reads	has_salmon_quantification	group
SRX1114575	52.537	41.908	52.636	53.279	53.408	SRP061397	GSE71191	Brain	Prefrontal cortex	Healthy	Healthy	0	0	0	0	313	251913	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269422	0	36.1064204111023	77.9472351923748	269422	0	35.8462931757614	76.5505415296449	12	269270	4186	0	10	113732	0	0.422381	220672	402307	370627	467	4219	25875	0	0	2	86	92	92	269422	82413	30.6	0.1	NA	NA	269422	81205	30.1	0.1	58	0.02	269364	196	268016	99.5	195.66	126517	126418	125013	1427	3	74	0.13	0	1.48	0.03	2.6	1266	0.47	56	0.02	0	0	26	0.01	0	0	0	0	FALSE	Healthy
SRX1304791	17.314	36.183	18.774	25.114	32.417	SRP064478	PRJNA297335	Spinal cord	NA	Healthy	Healthy	0	54310	13974	3460	1165062	19171972	65831	6672	11256	386402	25471	9398	15375	5204	596	255	475	91	24	3	624	32	72	0	7	7	14	0	238	52	65	46	48	1	6	0	0	0	0	11242	17265151	75351862	0	32.7306515796517	55.3690546214459	75351862	0	30.6686923410068	52.0360952588534	287018	67122926	46565005	0	184035	32652965	0	0.486795	44089521	82963318	38332173	685914	8102252	32664956	56054	177254	291770	144863	652378	909764	75351862	53761042	71.3	0.6	NA	NA	75351862	52618720	69.8	2.7	888309	1.18	74463553	258	59504276	79.91	255.3	21493502	21436358	21197694	234324	12455	49029	0.75	0.03	1.15	0.01	1.46	7905668	10.62	33180	0.04	0	0	6884293	9.25	136136	0.18	0	0	FALSE	Healthy
SRX834748	46.319	30.445	50.121	51.664	56.007	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	72710	55282	803	661808	33394435	19133	751	13803	1127	19837	13176	440	17	123	381	518	55	5	9	3576	15	14	0	0	0	1	0	253	18	66	11	919	0	14	0	0	0	0	5670	944799	41848192	0	36.0120929955588	56.373261955819	41848192	0	35.7333360064874	55.8686305681733	89868	40984737	12031552	0	61308	14277833	0	0.348735	44175119	68004170	46658977	815133	14749730	4117534	50190	111977	150279	110814	445790	601619	41848192	14439525	34.5	1.4	NA	NA	41848192	14109644	33.7	2	306910	0.73	41541282	197	39074462	94.06	197.45	19000712	18967567	18766025	178887	24569	31231	0.14	0.01	1.61	0.01	1.36	2000143	4.81	7427	0.02	0	0	441105	1.06	18145	0.04	0	0	FALSE	Healthy
SRX966621	19.853	31.049	21.494	27.859	29.8	SRP056477	GSE67196	Brain	Cerebellum	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	76970	34984	1691	847069	33175023	27771	1500	17903	7437	27643	14316	877	125	204	343	387	114	28	9	198	21	40	0	0	2	2	0	728	48	32	14	8	0	0	0	0	0	0	15945	1063778	49990019	0	35.6975458240974	73.4560209690014	49990019	0	34.1149131789688	69.6301874229318	82664	47737784	71970634	0	59776	25964996	0	0.544064	25851290	53877143	34278749	456079	11898124	5443862	31339	87293	123914	123470	485489	691098	49990019	17965632	35.9	1.5	NA	NA	49990019	17348276	34.7	5.6	1825858	3.65	48164161	196	41261097	85.67	196.81	18416237	18392595	18231333	141601	17574	25729	0.16	0.01	1.61	0.01	1.5	6559351	13.62	11944	0.02	0	0	304801	0.63	26968	0.06	0	0	FALSE	Neurodegenerative
SRX700834	19.247	16.407	20.597	30.174	32.486	SRP047122	GSE61405	Blood	NA	Neurodegenarative disease	Huntington disease	0	21809	19219	434	185065	10637935	25297	917	4776	3456	4676	5149	2648	768	84	95	805	9	4	52	0	3216	10937	74	0	0	13	0	11274	396	3354	131	1	7	22	3	2	11	0	16342	1396493	27206447	0	24.1502213060015	42.704755117749	27206447	0	22.9046270172654	37.3079048056754	140051	19012398	50928194	0	92741	7238862	0	0.381777	18117059	26818712	17779742	242589	4372855	3474317	18518	43198	60174	68357	280617	387672	27206447	7119055	26.2	19.2	NA	NA	27206447	8343764	30.7	23.5	6638754	24.4	20567693	94	14412111	70.07	95.18	3597475	3587989	3539129	46958	3253	8135	0.36	0.01	1.21	0	1.26	4740338	23.05	28756	0.14	0	0	962013	4.68	424475	2.06	0	0	FALSE	Neurodegenerative
SRX966651	28.592	22.308	30.931	35.927	38.754	SRP056477	GSE67196	Brain	Cerebellum	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	59974	29315	1395	597521	21881166	24419	1544	13790	8357	20577	10597	949	67	253	303	354	50	19	8	98	11	11	0	0	3	0	0	475	31	23	33	6	0	7	0	0	0	0	6754	684597	33816897	0	35.585434997185	58.8500913804259	33816897	0	34.9831438407847	57.9892723303823	47860	33184096	39104161	0	26443	11749925	0	0.354226	34982135	51819177	30519792	429562	10771580	8259170	31359	91682	137028	126232	482671	694654	33816897	13281563	39.3	1.4	NA	NA	33816897	13096358	38.7	2.8	344146	1.02	33472751	195	29461536	88.02	195.75	11435487	11415834	11313810	92984	10573	18120	0.16	0.01	1.6	0.01	1.52	3770420	11.26	7434	0.02	0	0	212699	0.64	20662	0.06	0	0	FALSE	Neurodegenerative
SRX902282	14.639	40.942	16.014	31.921	40.543	SRP055874	GSE66573	Blood	NA	Neurodegenarative disease	Multiple sclerosis	0	32705	33719	700	253786	22581417	16383	549	4099	1311	7755	7754	353	42	103	213	867	28	3	69	0	7705	22130	124	0	0	4	0	16378	562	5728	125	0	26	52	0	11	3	0	4113	98215	33921873	0	35.62082214623	81.8795797616602	33921873	0	34.9126228672574	80.7558430710959	34455	33250170	43932151	0	28111	22594523	0	0.679602	11238918	27517915	19651905	265943	4457156	2304666	10442	28153	51783	56053	226897	315729	33921873	14998131	44.2	1.2	NA	NA	33921873	14184216	41.8	3.1	507693	1.5	33414180	193	26175934	78.34	193.06	15302514	15284736	15164661	103761	10043	24049	0.2	0.01	1.59	0.01	1.35	7108691	21.27	8216	0.02	0	0	83689	0.25	37650	0.11	0	0	FALSE	Neurodegenerative
SRX1304795	17.482	41.638	19.066	25.302	29.699	SRP064478	PRJNA297335	Spinal cord	NA	Healthy	Healthy	0	54005	17613	1925	647839	20875452	44487	4944	11055	341052	17107	9876	10762	5368	324	290	764	40	14	10	321	764	2171	8	2	8	22	0	262	53	87	57	10	0	101	1	0	0	0	15307	17506112	64248956	0	33.5411597038246	67.8363983372233	64248956	0	32.4626547550438	63.6733723927202	99601	60444943	47136868	0	73400	34961940	0	0.57854	29147005	66289607	39844844	684089	6535410	16662601	47805	136122	213632	95430	565273	805143	64248956	45794194	71.3	0.4	NA	NA	64248956	46463036	72.3	1.5	461226	0.72	63787730	259	53486709	83.85	257.34	26414852	26363482	26007223	317801	47490	42338	0.49	0.04	1.08	0	1.51	7057835	11.06	28544	0.04	0	0	3142994	4.93	71648	0.11	0	0	FALSE	Healthy
SRX966636	14.963	34.337	16.355	22.222	23.98	SRP056477	GSE67196	Brain	Frontal cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	19196	95699	573	230039	21021586	7969	807	4454	5033	7265	4248	1204	109	54	88	71	29	7	11	458	3	77	2	0	0	0	0	132	12	13	4	44	0	4	0	0	0	0	43727	5833269	36495822	0	35.1874996814704	81.0534366954404	36495822	0	35.0468182083966	79.6505727073669	32810	35714052	61339733	0	23260	22784501	0	0.638003	14029894	30160924	18492297	183849	7952119	2321178	13921	36902	52853	55591	364590	537813	36495822	14608423	40	1.3	NA	NA	36495822	14475694	39.7	3	551291	1.51	35944531	195	29438841	81.9	196.02	5707435	5693588	5620441	66772	4528	15694	0.16	0.02	1.18	0.01	1.44	6308021	17.55	9062	0.03	0	0	177567	0.49	11040	0.03	0	0	FALSE	Neurodegenerative
SRX1304789	23.62	33.802	25.644	30.391	38.585	SRP064478	PRJNA297335	Spinal cord	NA	Healthy	Healthy	0	83626	29023	5028	1085075	27214300	82543	12534	16973	483894	29799	15036	21708	10531	557	397	992	57	17	6	598	333	834	5	0	11	24	0	393	75	168	58	89	0	28	1	0	0	0	11889	14924017	85201841	0	32.7135220704914	52.1151391415748	85201841	0	30.736245628777	48.7336956963264	461435	75430795	36322879	0	300689	31518799	0	0.418563	62816822	109317022	55680020	924937	11867780	36682066	78138	249614	405910	194078	754298	1067820	85201841	60394539	70.9	0.5	NA	NA	85201841	58896504	69.1	3	1248877	1.47	83952964	259	68911252	82.08	256.11	30085671	30011836	29728184	280368	19646	57473	0.83	0.03	1.21	0.01	1.48	6980978	8.32	34070	0.04	0	0	7905058	9.42	121606	0.14	0	0	FALSE	Healthy
SRX834789	26.773	58.336	28.852	32.635	35.23	SRP051844	GSE64810	Brain	Prefrontal cortex	Neurodegenarative disease	Huntington disease	0	84553	61610	1191	604921	30228609	17738	912	12215	1320	21603	15013	543	18	107	194	389	66	10	3	2180	79	447	1	0	1	5	0	189	16	25	3	127	0	5	0	0	0	0	33566	2135986	41555179	0	35.3478325529533	71.4692015107395	41555179	0	34.4318994510889	67.5797380573228	148215	38340567	7327996	0	114338	24481366	0	0.63878	15032310	33381232	20930515	201476	9061396	2312488	17318	49987	73077	70262	231653	310091	41555179	15285744	36.8	3.1	NA	NA	41555179	14292879	34.4	5.7	2248369	5.41	39306810	197	36603471	93.12	197.29	10986195	10964074	10835643	114260	9950	26342	0.17	0.01	1.51	0.02	1.3	1885311	4.8	4138	0.01	0	0	797906	2.03	15984	0.04	0	0	FALSE	Neurodegenerative
SRX902283	21.977	33.02	24.035	42.328	52.429	SRP055874	GSE66573	Blood	NA	Neurodegenarative disease	Multiple sclerosis	0	31850	20588	787	203538	19556009	15663	419	3870	1207	6735	6777	370	33	75	213	1056	32	4	104	0	11389	36361	263	0	0	1	0	18053	643	5815	139	3	26	85	2	18	22	0	5137	127265	29810955	0	35.5915597470796	75.2065671718262	29810955	0	34.4989432240597	73.1803074637356	33701	29017182	36383951	0	24724	15576532	0	0.536918	16092235	35268100	26167795	336317	5172047	2761630	12698	31807	50395	59616	215548	300041	29810955	11915165	40	1.2	NA	NA	29810955	11007952	36.9	3.9	610156	2.05	29200799	194	22558481	77.25	194.39	14269933	14251497	14128013	94497	9853	37570	0.21	0.01	1.61	0.01	1.39	6492402	22.23	5057	0.02	0	0	112259	0.38	32600	0.11	0	0	FALSE	Neurodegenerative
SRX902284	8.525	29.261	9.389	29.274	38.39	SRP055874	GSE66573	Blood	NA	Healthy	Healthy	0	27152	22198	755	211947	16165748	17957	715	3435	3612	7074	5147	515	107	103	249	925	61	17	58	0	4267	19872	115	1	2	1	0	23072	739	6480	104	8	38	52	2	9	19	0	4019	97881	31670329	0	35.221659553963	81.5664493622652	31670329	0	34.0942447424528	79.0235284604218	35726	30650704	85730456	0	27028	21497194	0	0.701393	9536883	23146837	15546603	181476	3351883	3032467	10184	29262	45962	48042	313793	452669	31670329	13470007	42.5	1.4	NA	NA	31670329	12264644	38.7	4.4	782492	2.47	30887837	193	19648767	63.61	193.2	10769113	10753687	10666978	71316	6279	24540	0.24	0.01	1.54	0.01	1.37	11037663	35.73	13096	0.04	0	0	109133	0.35	79178	0.26	0	0	FALSE	Healthy
SRX902278	5.087	25.849	5.591	38.649	46.068	SRP055874	GSE66573	Blood	NA	Neurodegenarative disease	Multiple sclerosis	0	23570	17025	804	165158	20079318	21381	537	2282	2590	4986	4556	205	33	130	184	496	37	26	113	0	16053	63724	246	0	1	0	0	15326	573	3411	60	0	49	230	1	18	20	0	5466	143384	47240396	0	34.5518793068542	84.7036896629661	47240396	0	33.759898435229	82.7096401923271	118366	45202351	178116082	0	100801	34660599	0	0.766898	10698179	27234578	18384910	238584	3145212	3272155	11156	28557	60505	50238	969283	1271775	47240396	12540664	26.5	2.6	NA	NA	47240396	12445423	26.3	4.2	491749	1.04	46748647	195	22847769	48.87	196.18	16411185	16366372	16294105	72618	5037	39425	0.22	0.01	1.76	0.01	1.33	22472948	48.07	417650	0.89	0	0	503944	1.08	506336	1.08	0	0	FALSE	Neurodegenerative
SRX834738	45.265	24.623	49.224	51.28	55.822	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	56511	53317	1077	513734	22408070	13871	740	10417	952	16562	11794	467	12	104	263	667	55	5	6	961	39	171	0	0	0	1	0	263	14	36	1	48	0	9	0	0	0	0	12155	1505914	30271388	0	36.3054560299647	53.4103010550829	30271388	0	36.0653540234098	52.7673570988842	76931	29549738	12683490	0	48047	8809811	0	0.298559	39120561	49893898	31314784	334862	12439730	4229232	31157	84882	121108	94318	448553	619797	30271388	10591520	35	1.4	NA	NA	30271388	10539844	34.8	1.9	238265	0.79	30033123	197	27754803	92.41	197.42	8907566	8882148	8775618	87016	8043	36889	0.16	0.01	1.5	0.01	1.33	1871866	6.23	7233	0.02	0	0	382346	1.27	16875	0.06	0	0	FALSE	Healthy
SRX902286	17.114	37.512	18.749	36.989	47.056	SRP055874	GSE66573	Blood	NA	Healthy	Healthy	0	30639	21442	792	219176	19256530	15223	479	3859	904	7155	6210	403	18	72	240	944	29	5	166	0	9741	34038	220	2	0	0	0	24483	865	8859	147	7	55	112	3	45	35	0	3753	96531	29761885	0	35.5626100631731	78.1687671504666	29761885	0	34.6795668016324	76.7234737326798	30212	29110509	38780255	0	22739	18183634	0	0.624708	11982342	28385475	20573435	266525	4377054	2404210	10787	29029	47968	52881	205276	289701	29761885	12628909	42.4	1.1	NA	NA	29761885	11833717	39.8	3.4	487379	1.64	29274506	193	22221218	75.91	193.59	13514991	13499132	13377398	103543	8456	25594	0.24	0.01	1.62	0.01	1.36	6919503	23.64	6201	0.02	0	0	87660	0.3	39924	0.14	0	0	FALSE	Healthy
SRX966668	24.235	30.487	26.465	31.39	33.94	SRP056477	GSE67196	Brain	Frontal cortex	Healthy	Healthy	0	28826	83009	350	321131	26997624	10650	288	7168	4129	9721	5568	286	25	18	63	84	30	8	4	674	5	55	0	0	1	0	0	174	15	7	8	37	0	4	0	0	0	0	27271	2058823	37546743	0	35.1177678181034	75.4330667238135	37546743	0	34.7130982306508	73.8112474550005	40838	36449263	49159053	0	30873	18589463	0	0.510147	22114523	44299384	29955112	423903	11186637	1536379	21949	45680	59102	71756	348819	500937	37546743	15082303	40.2	1.4	NA	NA	37546743	14637194	39	3.7	821582	2.19	36725161	195	31510105	85.8	195.65	11920756	11895498	11775708	108349	9743	26956	0.13	0.01	1.41	0.01	1.51	4979996	13.56	2092	0.01	0	0	221102	0.6	11866	0.03	0	0	FALSE	Healthy
SRX966650	41.017	15.996	44.414	48.211	51.972	SRP056477	GSE67196	Brain	Frontal cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	32986	40186	303	329536	28034042	11826	246	7328	4501	9484	6201	218	20	22	139	137	24	8	2	210	8	10	0	0	0	1	0	395	39	32	5	315	0	1	0	0	0	0	7870	1321872	36716326	0	35.2368769958084	64.504338271987	36716326	0	34.4882021692475	63.4544444176186	45384	35493782	39763042	0	31432	8834218	0	0.249178	58902297	69095977	49808672	881154	15114886	1809284	33737	61149	77045	96183	413841	591495	36716326	14318945	39	1.3	NA	NA	36716326	14122543	38.5	4.2	930544	2.53	35785782	195	31663995	88.48	195.72	16784923	16763497	16599481	147318	15985	22139	0.14	0.01	1.5	0.01	1.5	3875171	10.83	1860	0.01	0	0	235915	0.66	8841	0.02	0	0	FALSE	Neurodegenerative
SRX834740	56.106	16.739	60.799	61.367	66.662	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	113356	42222	1965	1003362	45910818	34662	1290	23851	2666	35468	31038	1025	57	220	550	1192	103	28	22	491	41	22	1	0	0	6	0	251	29	55	18	167	0	6	0	0	0	0	4935	871653	59163558	0	35.3511823105703	50.2099901701791	59163558	0	34.8900536881166	49.2056479268286	123955	57765389	15998185	0	79732	10950633	0	0.190057	132424265	118039393	78848297	1338483	24505499	10508830	83944	200472	273417	188007	706714	952710	59163558	20905649	35.3	1.9	NA	NA	59163558	20196773	34.1	2.9	556283	0.94	58607275	196	55415226	94.55	195.9	26672183	26622877	26334107	271070	24131	42875	0.17	0.01	1.67	0.01	1.31	2474118	4.22	12083	0.02	0	0	675510	1.15	30338	0.05	0	0	FALSE	Healthy
SRX700838	19.962	15.156	21.336	32.101	35.025	SRP047122	GSE61405	Blood	NA	Healthy	Healthy	0	22257	15576	526	196557	10197486	21529	834	4959	3363	4697	5460	1834	1016	98	114	953	15	8	51	1	2585	10353	82	1	0	15	0	9839	513	2879	166	4	10	19	3	7	6	0	9421	995903	25173469	0	24.9348642413964	42.5232641397131	25173469	0	24.0377482737878	38.2582132951091	125639	18103486	47854770	0	78562	6319958	0	0.350057	19457067	26866324	17804794	267205	3929355	3869074	19789	46592	65782	65481	285513	403132	25173469	6592078	26.2	16.6	NA	NA	25173469	7689415	30.5	19.9	5271861	20.94	19901608	94	13711754	68.9	95.39	3540532	3531617	3497175	33061	2674	7622	0.33	0.01	1.25	0	1.29	4517371	22.7	24375	0.12	0	0	1027870	5.16	620238	3.12	0	0	FALSE	Healthy
SRX834777	32.155	56.149	34.876	36.336	39.597	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	106537	100065	1529	961804	49556583	32758	1117	19078	1363	28065	19687	5313	13	101	294	633	73	2	12	6752	4	44	0	0	0	12	0	718	26	48	1	783	0	0	0	0	1	0	12183	1618286	61559199	0	34.7744262721807	70.5198418198542	61559199	0	33.627201338341	68.048281273576	175209	58820732	7011757	0	148848	34950479	0	0.594566	26885883	58603614	37133903	342843	17404512	2550251	28875	76004	103959	115577	327166	409099	61559199	21968509	35.7	2.3	NA	NA	61559199	21125417	34.3	5.4	1894470	3.08	59664729	196	57099207	95.7	195.75	21129953	21100780	20882098	192485	19194	36176	0.29	0.01	1.61	0.01	1.31	1896734	3.18	4645	0.01	0	0	641724	1.08	22419	0.04	0	0	FALSE	Healthy
SRX966658	20.704	25.667	22.668	27.327	29.621	SRP056477	GSE67196	Brain	Frontal cortex	Healthy	Healthy	0	18007	73336	346	220421	21767973	8307	257	4864	3995	6772	3871	194	33	24	71	57	18	202	0	1177	10	50	0	0	1	2	0	152	7	8	2	85	0	1	0	0	0	0	27761	4053912	36077571	0	34.8623813948007	77.1677375103204	36077571	0	33.5039949335835	72.0767958724109	49930	33876449	64975394	0	37591	17011497	0	0.502348	21103193	40775737	26869675	333947	10648049	1586675	17302	36730	47521	62632	410249	612345	36077571	14472053	40.1	1.7	NA	NA	36077571	13628084	37.8	6.9	1882730	5.22	34194841	195	27752793	81.16	195.34	7971728	7956280	7872676	77342	7740	13970	0.12	0.01	1.25	0.01	1.43	6173586	18.05	48197	0.14	0	0	213852	0.63	6413	0.02	0	0	FALSE	Healthy
SRX834743	49.006	20.102	53.004	55.303	59.925	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	112412	77825	1730	1104171	46862180	32095	1470	20688	3093	34040	21946	903	55	292	538	928	92	21	13	5493	37	12	0	0	1	2	0	302	31	51	27	543	0	25	0	0	0	0	10842	1645043	61873035	0	35.2422627078177	53.6777973709681	61873035	0	34.6069663141625	52.6527054154472	150713	60569779	25482607	0	99335	14671236	0	0.242738	103899254	114652487	74546265	1163764	25392896	10289512	83528	212548	296603	214870	847241	1154187	61873035	21199225	34.3	2.1	NA	NA	61873035	20884442	33.8	3.4	522263	0.84	61350772	196	57140086	93.14	195.73	24856681	24804866	24530481	249010	22644	54546	0.19	0.01	1.62	0.01	1.32	3580406	5.84	22011	0.04	0	0	578342	0.94	29927	0.05	0	0	FALSE	Healthy
SRX834781	16.945	72.107	18.223	21.825	23.504	SRP051844	GSE64810	Brain	Prefrontal cortex	Neurodegenarative disease	Huntington disease	0	72647	62020	1062	505475	26015544	15397	796	11329	985	16200	14041	497	13	52	164	721	30	15	0	2998	85	245	1	0	0	9	0	179	14	29	3	93	0	8	0	2	0	0	41830	1895842	35507644	0	35.2975419039348	78.1721015567821	35507644	0	34.4177078321502	74.2583483861967	123423	32900563	4970106	0	96818	25512464	0	0.775458	7480079	17925498	11727831	115080	4351419	1298263	9767	27801	39030	34115	106761	141563	35507644	12963107	36.5	3.2	NA	NA	35507644	12142586	34.2	5.7	1812974	5.11	33694670	197	31585065	93.74	197.29	9848671	9833719	9713787	102304	7640	24940	0.15	0.01	1.48	0.02	1.29	1438921	4.27	3545	0.01	0	0	656675	1.95	10464	0.03	0	0	FALSE	Neurodegenerative
SRX970052	3.169	45.24	3.402	11.674	13.745	SRP056604	GSE67333	Brain	Hippocampus	Healthy	Healthy	0	112152	19473	21140	2131589	45197035	124654	26041	29281	150389	54133	23899	822084	31696	1566	634	1109	127	565	20	132	49	30	4	0	11	1	0	56	25	58	28	47	0	45	0	0	0	0	11634	5129371	173894719	0	31.6982818092365	83.9948153717205	NA	NA	NA	NA	109015501	0	92226430	0	91042010	0	0	0.835129	NA	20457274	7242562	182918	1577286	10267196	27104	89533	141449	58217	212453	313953	173894719	72071178	41.4	8.7	1081785	0.6	NA	NA	NA	NA	NA	NA	172812934	90	91289018	52.83	89.37	19395674	19296982	19026731	256417	15684	96842	0.25	0.02	1.65	0.01	1.43	17726483	10.26	1779045	1.03	0	0	53641841	31.04	8376547	4.85	0	0	FALSE	Healthy
SRX966652	20.875	33.214	22.768	27.662	29.866	SRP056477	GSE67196	Brain	Frontal cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	16531	84155	360	191095	17250864	6403	298	4118	3188	6135	3702	254	39	31	69	94	16	6	2	292	2	19	0	0	0	0	0	136	3	7	4	60	0	2	0	0	0	0	22930	3181389	27044838	0	35.1918914064118	75.9072408097355	27044838	0	34.9101578275307	74.3836147909476	28252	26289221	35372164	0	18757	14598089	0	0.555346	13703176	27602444	17354524	186640	7210516	1882334	12486	31995	45103	49469	282403	422364	27044838	10859526	40.2	1.3	NA	NA	27044838	10595693	39.2	3.5	559469	2.07	26485369	195	22411379	84.62	196.06	5068870	5058627	4995208	59337	3694	10631	0.14	0.01	1.21	0.01	1.46	3906094	14.75	1795	0.01	0	0	160895	0.61	5206	0.02	0	0	FALSE	Neurodegenerative
SRX834753	57.534	17.977	62.365	62.617	67.993	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	52850	33302	774	460223	21936064	14084	623	9245	862	15346	11052	428	16	92	225	537	44	8	4	695	13	16	0	0	0	3	0	210	26	38	7	444	0	5	0	0	0	0	4553	637598	27905342	0	36.5438256947362	46.0357044010347	27905342	0	36.3741151425415	45.4703539937871	61052	27248893	6484057	0	35865	5457201	0	0.200706	58605971	54563597	36444842	520856	12299639	3985840	34428	85950	119379	90337	350816	476062	27905342	9715134	34.8	1.1	NA	NA	27905342	9563652	34.3	1.5	208762	0.75	27696580	198	26156892	94.44	197.99	11578427	11555432	11447349	102264	10330	18484	0.15	0.01	1.61	0.01	1.32	1153053	4.16	4145	0.01	0	0	367683	1.33	14807	0.05	0	0	FALSE	Healthy
SRX970051	2.05	51.435	2.2	11.48	14.964	SRP056604	GSE67333	Brain	Hippocampus	Healthy	Healthy	0	116499	21632	69961	2331691	55169997	120580	27699	29955	255040	53786	23764	1879389	135570	1253	687	1075	65	405	20	35	54	104	0	0	10	13	0	272	63	149	27	62	0	36	0	0	0	0	25403	10373365	177108169	0	32.8504826731058	87.8414100747033	NA	NA	NA	NA	136240418	0	105610482	0	124394828	0	0	0.913054	NA	14007510	6103256	126537	1096160	5861417	17822	61657	96687	35406	135480	201960	177108169	70461861	39.8	6.6	355542	0.2	NA	NA	NA	NA	NA	NA	176752627	92	113360534	64.14	91.48	25472375	25356128	25046427	259190	23352	143406	0.29	0.02	1.67	0	1.42	22879884	12.94	691981	0.39	0	0	34637900	19.6	5182328	2.93	0	0	FALSE	Healthy
